auteur_joconde,qid_wikidata,label_wikidata,naissance,deces,trouve
DUVAL LE CAMUS Pierre (peintre),Q3384894,Pierre Duval Le Camus,1790.0,,True
Dantan Édouard (1848-1897),,,1848.0,1897.0,False
Rembrandt (1606-1669),Q5598,Rembrandt,1606.0,1669.0,True
KLASEN Peter (auteur),Q2076300,Peter Klasen,1935.0,,True
Lévigne Théodore (1848-1912),,,1848.0,1912.0,False
Dalbanne Claude (1877-1964);Ziniar (Groupe d'artistes),Q19952276,Claude Dalbanne,1877.0,1964.0,True
Gumery Adolphe Ernest (1861-1943),,,1861.0,1943.0,False
BENOIST Félix,Q277187,Félix Benoist,1818.0,,True
Garcin Louis (1821-1898),Q52154907,Louis Garcin,1821.0,1898.0,True
Marcheschi Jean-Paul (1951-....),Q3168594,Jean-Paul Marcheschi,1951.0,,True
JOUAS Charles (dessinateur),Q2959496,Charles Jouas,1866.0,,True
Martin Etienne (1856-1945),,,1856.0,1945.0,False
Meissonier Ernest (1815-1891) (sculpteur);Bingen Pierre (1842-1908) (fondeur),Q354786,Ernest Meissonier,1815.0,1891.0,True
SAUVIGNIER Frédéric Alexandre (peintre),,,,,False
DESVALLIÈRES George (peintre),Q3101526,George Desvallières,1861.0,,True
Lafont Suzanne (1949-....),Q3505981,Suzanne Lafont,1949.0,,True
"FAÏENCERIE DE SARREGUEMINES (exécutant, faïencerie)",,,,,False
Jourdan Émile (1860-1931),Q3588585,Émile Jourdan,1860.0,1931.0,True
Helleu Paul-César,,,,,False
Barrias Félix-Joseph (1822-1907),Q3092343,Félix-Joseph Barrias,1822.0,1907.0,True
Doucet Jacques (1924-1994),Q1259209,Jacques Doucet,1853.0,1994.0,True
Desbois Jules (1851-1935);Hébrard Adrien-Aurélien (1866-1937),Q3188532,Jules Desbois,1851.0,1935.0,True
Daragnes Jean-Gabriel;Carco François,,,,,False
Diaz de la Peña Narcisse (1807-1876),,,1807.0,1876.0,False
Favory André (1889-1937),Q518490,André Favory,1889.0,1937.0,True
Nilouss Pierre (1869-1943),,,1869.0,1943.0,False
Jordaens Jacob (1593-1678),Q270658,Jacob Jordaens,1593.0,1678.0,True
Vasari Giorgio (1511-1574),Q128027,Giorgio Vasari,1511.0,1574.0,True
Roullet Gaston (1847-1925),Q21294814,Gaston Roullet,1847.0,1925.0,True
Vayson Paul (1842-1911),Q3372350,Paul Vayson,1841.0,1911.0,True
Riesener Henri-François (1767-1828),Q3130385,Henri-François Riesener,1767.0,1828.0,True
Brusse Mark (1937-....),Q3294012,Mark Brusse,1937.0,,True
Ouzani Melik (1942-....),,,,,False
Mihailovitch Bata (1923-2011),Q2887763,Bata Mihailovitch,1923.0,2011.0,True
Weiss Hugh (1925-2007),Q3142327,Q3142327,1925.0,2007.0,True
Pommereulle Daniel (1937-2003),Q3014556,Daniel Pommereulle,1937.0,2003.0,True
Nikos (1930-2004),,,1930.0,2004.0,False
Roman Victor (1937-1995),Q3557556,Victor Roman,1937.0,1995.0,True
Létin Jacques de (1597-1661),Q3160306,Jacques de Létin,1597.0,1661.0,True
Nozerine Claude (1804-1878),Q2977897,Claude Nozerine,1804.0,1878.0,True
Barle Jean (1914-2009),,,1914.0,2009.0,False
Crauk Gustave (1827-1905),Q3121155,Gustave Crauk,1827.0,1905.0,True
Geoffroy Jean (1853-1924),Q104862928,Jean Geoffroy,1810.0,1924.0,True
Carrier-Belleuse Louis-Robert (1848-1913),Q740524,Louis-Robert Carrier-Belleuse,1848.0,1913.0,True
De Groot Aly (198..-....),,,,,False
Varenne Henri (1860-1933),Q21222277,Henri Varenne,1860.0,1933.0,True
Prins Pierre (1838-1913),Q2092993,Pierre Prins,1838.0,1913.0,True
Thirion Eugène (1839-1910),Q18289401,Eugène Thirion,1839.0,1910.0,True
Poidevin Eugène Modeste Edmond (1806-1870),,,1806.0,1870.0,False
Adam Édouard (1847-1929),Q3579712,Édouard Adam,1847.0,1929.0,True
Laurent Jules (1800-1877),Q21518422,Jules Laurent,1860.0,1877.0,True
Wittmann Charles (1876-1953),Q77428727,Charles Wittmann,1876.0,1953.0,True
Puigaudeau Ferdinand du (1864-1930),Q3068698,Ferdinand du Puigaudeau,1864.0,1930.0,True
Dehodencq Alfred (1822-1882),Q323496,Alfred Dehodencq,1822.0,1882.0,True
Johannot Tony (1803-1852),Q2442652,Tony Johannot,1803.0,1852.0,True
Alix Yves (1890-1969),Q3573440,Yves Alix,1890.0,1969.0,True
Santaolaria Vicente (1886-1967),Q22009466,Vicente Santaolaria,1886.0,1967.0,True
Langlacé Jean-Baptiste-Gabriel (1786-1864),,,1786.0,1864.0,False
Buffet Amédée (1869-1934),Q2844634,Amédée Buffet,1869.0,1934.0,True
Bléry Eugène (1805-1887),Q5579015,Eugène Bléry,1805.0,1887.0,True
Fanti Lucio (1945-....),Q84759696,Lucio Fanti,1945.0,,True
Collaert Adriaen (1560-1618),Q2825010,Adriaen Collaert,1560.0,1618.0,True
Gervex Henri (1852-1929);Stevens Alfred (1823-1906),Q956102,Henri Gervex,1852.0,1929.0,True
Jonas Lucien (1880-1947) (peintre),Q3265566,Lucien Jonas,1880.0,1947.0,True
Raingo-Pelouse Germain (1893-1964),Q16038712,Germain Raingo-Pelouse,1893.0,1964.0,True
Gumery Adolphe-Ernest (1861-1943),,,1861.0,1943.0,False
COLLAERT Adriaen (Graveur);Momper Joos (1564-1635) (d'après);Galle Philippe (1537-1612) (éditeur),Q2825010,Adriaen Collaert,1560.0,,True
COCHIN Charles Nicolas I (Graveur);LAJOÜE Jacques de (D'après);CHÉREAU Marguerite;veuve de François I Chéreau née Caillou (Editeur),,,,,False
Lehmann Léon (1873-1953),Q18944763,Léon Lehmann,1873.0,1953.0,True
Chahine Edgar (1874-1947),Q785327,Edgar Chahine,1874.0,1947.0,True
Morisot Berthe (1841-1895);Fort,Q105320,Berthe Morisot,1841.0,1895.0,True
Née François Denis (1732-1817);Lallemand Jean-Baptiste (1716-1803) (d'après),,,1732.0,1817.0,False
Mac laughlan Donald Shaw,,,,,False
Maignan Albert (1845-1908),Q2831372,Albert Maignan,1845.0,1908.0,True
Altmann Alexandre (1878-1932),Q546341,Alexandre Altmann,1878.0,1932.0,True
Chabas Maurice (1862-1947),Q2367230,Maurice Chabas,1862.0,1947.0,True
Hervier Adolphe (1818-1879),Q18507690,Adolphe Hervier,1818.0,1879.0,True
Gérard Émilien (1894-?),,,,,False
Daucho Fernand (1898-1982),,,1898.0,1982.0,False
Gonzalez Marcel (1928-2001),Q125382262,Marcel Gonzalez,1928.0,2001.0,True
Moréal de Brévans Alphonse Charles Joseph (1823-1890),,,1823.0,1890.0,False
Maire Victor Antoine (1827-1881),,,1827.0,1881.0,False
Templeux Emmanuel (1871-1957),Q3052874,Emmanuel Templeux,1871.0,1957.0,True
Ricard-Cordingley Georges (1873-1939),Q2885911,Georges Ricard-Cordingley,1873.0,1939.0,True
Delacroix Auguste (1809-1868),Q766340,Auguste Delacroix,1809.0,1868.0,True
Bonnefoy Henry-Arthur (1833-1886),,,1833.0,1886.0,False
Bénard Hubert Eugène (1834-1879),,,1834.0,1879.0,False
Cocteau Jean (1889-1963),Q83158,Jean Cocteau,1889.0,1963.0,True
Vuez Arnould De,,,,,False
Calot Emile Emmanuel (1843-1906),,,1843.0,1906.0,False
Cross Henri-Edmond (1858-1910),Q555224,Henri-Edmond Cross,1856.0,1910.0,True
Denis Narcisse (1843-1923),,,1843.0,1923.0,False
Sanson Justin Chrysostome (1833-1910),,,1833.0,1910.0,False
Salkin Fernand (1862-1937),Q28838857,Fernand Salkin,1862.0,1937.0,True
Boggs Frank-Myers (1855-1926),,,1855.0,1926.0,False
Garneray François Jean (1755-1837),,,1755.0,1837.0,False
Venise Ecole de (École vénitienne) (-),,,,,False
Zawiski Edouard (-),Q97137019,Édouard Zawiski,1861.0,,True
Huet Jean-Baptiste (dit l'Ancien) (1745-1811);Fragonard Jean-Honoré (1732-1806),Q2221472,Jean-Baptiste Huet,1745.0,1811.0,True
Sert y Badia José-Maria (1876-1945),,,1876.0,1945.0,False
Chartier Albert (1898-1992),Q21850048,Albert Chartier,1898.0,1992.0,True
Cain Auguste-Nicolas (1821-1894),,,1821.0,1894.0,False
Palissy Bernard (atelier de) (-),Q524252,Bernard Palissy,1510.0,,True
Aurouet Aline (1894-1990),Q64031667,Aline Aurouet,1894.0,1990.0,True
Yvon Frédéric Adolphe (1817-1893),,,1817.0,1893.0,False
Démarest Albert Guillaume (1848-1906),,,1848.0,1906.0,False
Novgorod (École de la Russie du Nord) (-),,,,,False
Willème Auguste François (1830-1905),,,1830.0,1905.0,False
Vilain Victor (1818-1899),Q602274,Victor Vilain,1818.0,1899.0,True
Enders Jean Joseph (1862-1930),,,1862.0,1930.0,False
Dupuis Daniel (1849-1899),Q3013986,Daniel Dupuis,1849.0,1899.0,True
Nini Giovanni-Battista (1717-1786),,,1717.0,1786.0,False
Boureau Henry Jean Louis (1860-1923),,,1860.0,1923.0,False
Ehrmann François Emile (1833-1910),,,1833.0,1910.0,False
Arus Raoul (1848-1921),Q26970555,Raoul Arus,1848.0,1921.0,True
Frize Bernard (1954-),Q2897931,Bernard Frize,1954.0,,True
"Picabia Francis (Francis Martinez de Picabia, dit) (1879-1953)",Q157321,Q157321,1879.0,1953.0,True
"Gill André (Louis-Alexandre Gosset de Guines, dit) (1840-1885)",Q518827,André Gill,1840.0,1885.0,True
Norblin de la Gourdaine Sébastien (1796-1884),,,1796.0,1884.0,False
Souillet Georges (1861-1947),Q56817013,Georges Souillet,1861.0,1947.0,True
Kim En-Joong (1940-);Cheng François (1929-);Cheng François (1929-),,,1940.0,,False
Malfray Charles (1887-1940),Q2959734,Charles Malfray,1887.0,1940.0,True
"Manguin Henri (Henri-Charles Manguin, dit) (1874-1949)",Q1605934,Henri Manguin,1874.0,1949.0,True
"Aillaud Gilles (1928-2005);Arroyo Eduardo (Eduardo Gonzales-Rodriguez, dit) (1937-2018);Recalcati Antonio (1938-2022)",Q1366342,Gilles Aillaud,1928.0,2005.0,True
Metzinger Jean (1883-1956),Q313096,Jean Metzinger,1883.0,1956.0,True
Hesse Nicolas Auguste (1795-1869),,,1795.0,1869.0,False
Bosshard Rodolphe Théophile (1889-1960),,,1889.0,1960.0,False
Grinberg Jacques (1941-2011),Q3159038,Jacques Grinberg,1941.0,2011.0,True
Mayet Dominique (1925-2004),Q55776727,Dominique Mayet,1925.0,2004.0,True
Vauthrin Ernest Germain (-),,,,,False
Ecole moscovite (-),,,,,False
Gillot Eugène Louis (1868-1925),,,1868.0,1925.0,False
Noël Alexandre Jean (1752-1834),,,1752.0,1834.0,False
Jonas Lucien Hector (1880-1947),,,1880.0,1947.0,False
Ten Cate Siebe Johannes (1858-1908),,,1858.0,1908.0,False
Maillaud Fernand (1863-1948),Q3069252,Fernand Maillaud,1862.0,1948.0,True
Debarbieux Marcel (1906-?),,,,,False
Delsinne Gisèle (1909-?),,,,,False
Féron Louis (1901-1998),Q21328754,Louis Féron,1901.0,1998.0,True
Delarue Gabriel,Q16025545,Gabriel Delarue,1846.0,,True
Huybrechts Raymond Anthony Carlos (1901-1977),,,1901.0,1977.0,False
Merlette Charles Claude (1861-1899),,,1861.0,1899.0,False
Pignon-Ernest Ernest (1942-....),Q955138,Ernest Pignon-Ernest,1942.0,,True
Cuvelier Hippolyte Joseph (1803-1876),,,1803.0,1876.0,False
Lormier Edouard (1847-1919),,,1847.0,1919.0,False
Legueult Raymond,Q3421000,Raymond Legueult,1898.0,,True
Manufacture indéterminée;centre indéterminé,,,,,False
Douville Roger (1915-1980),Q113637769,Roger Douville,1915.0,1980.0,True
Di Palma-Falco Manfredo-Henrico (1886-1978),,,1886.0,1978.0,False
Poulain Alphonse Georges (1875-1966),,,1875.0,1966.0,False
PASSE Crispin I van de (1564-1637) : Graveur Editeur,,,1564.0,1637.0,False
SADELER Jan I (1550-1600) : Graveur;BROECK Crispin van den (1523-1589) : D'après;JODE Gerard de (1510-1591) : Editeur,,,1550.0,1600.0,False
GALLE Cornelis I (1576-1650) : Graveur;STRAET Jan van der (1523-1605) : D'après;GALLE Philip (1537-1612) : Editeur,,,1576.0,1650.0,False
WATTEAU Antoine (1684-1721) : Graveur;THOMASSIN Henri Simon (1687-1741) : Graveur;DUCHANGE Gaspard (1662-1757) : Editeur;JEAURAT Edme (1688-1738) : Imprimeur,,,1684.0,1721.0,False
Gaultier Léonard (1561?-1635?) (graveur);Gourdelle Pierre (1530-1588) (éditeur),Q3271500,Léonard Gaultier,1561.0,,True
GAULTIER Léonard (1561-1613);GALLAYS Pierre (1677-1749) : Editeur,Q3271500,Léonard Gaultier,1561.0,1613.0,True
Cassien Victor (1808-1893);Claude PEGERON,Q18574326,Victor Cassien,1808.0,1893.0,True
BEAUMONT Pierre-François (1719-1769) : Graveur Editeur;WOUWERMAN Philips (1619-1668) : D'après,,,1719.0,1769.0,False
MAROT Jean (1619-1679) : Graveur;LEPAUTRE Jean (1618-1682) : Graveur;VAN MERLE;Jacques;dit Van Merlen (1616-1682) : Editeur,,,1619.0,1679.0,False
Huquier Gabriel (1695-1772) (graveur),Q1489306,Gabriel Huquier,1695.0,1772.0,True
COCHIN Charles Nicolas II (1715-1790) : Graveur;LE BAS Jacques-Philippe (1707-1783) : Graveur;VERNET Joseph (1714-1789) : D'après,,,1715.0,1790.0,False
PERELLE Gabriel (1603-1677) : Graveur;SILVESTRE Israël (1621-1691) : D'après,,,1603.0,1677.0,False
Viaud Marie (1831-1908),,,1831.0,1908.0,False
Boilly Louis;Léopold (1761-1845),,,,,False
Barye Antoine;Louis (1796-1875),,,,,False
Meunier Louis (graveur);Van Merle Jacques (1616-1682) (éditeur),Q28343227,Louis Meunier,1630.0,,True
Marot Jean (1619-1679) (graveur);Silvestre Israël (1621-1691) (d'après);Van Merle Jacques (1616-1682) (éditeur),Q3173416,Jean Marot,1619.0,1679.0,True
Saint-Aubert Antoine François,,,,,False
LEPAUTRE Jean (1618-1682) : Graveur;JOLLAIN Gérard Ier (1601-1683) : Editeur,,,1618.0,1682.0,False
LOCHON René (1636-1675) : Graveur,,,1636.0,1675.0,False
GUIOT Hector,Q52148346,Hector Guiot,1825.0,,True
LA RUE Louis Félix de,,,,,False
MOREAU Adrien,Q2058797,Adrien Moreau,1843.0,,True
ALLONGE Auguste,,,,,False
George Jehanne Marie (1878-1961),,,1878.0,1961.0,False
DARGENT Edouard Yan;DARGENT YAN (dit),,,,,False
Castiglione Colonna Adèle (1836-1879),,,1836.0,1879.0,False
BOURDON Sébastien (attribué),Q553795,Sébastien Bourdon,1616.0,,True
Benoist Marie Guilhelmine (1768?-1826),,,,,False
ACHARD Jean Alexis,,,,,False
CLOUET François,Q336747,François Clouet,1510.0,,True
Debucourt Philibert-Louis (1755-1832),Q2091674,Philibert-Louis Debucourt,1755.0,1832.0,True
CALLANDE de CHAMPMARTIN Charles Emile,,,,,False
COYPEL NOEL Nicolas,,,,,False
COLLIN Raphaël,Q375814,Raphaël Collin,1850.0,,True
CORMON Fernand,Q457098,Fernand Cormon,1845.0,,True
CHAVET Victor Joseph,,,,,False
CASTEX Georges,Q17433787,Georges Castex,1860.0,,True
ETCHEVERRY Denis,,,,,False
GASSIES Jean Bruno,,,,,False
DUBREUIL Toussaint,Q386127,Toussaint Dubreuil,1561.0,,True
Belleteste Jean Antoine (atelier),,,,,False
DUBOIS Jean,Q110843044,Jean Dubois,,,True
DUNOUY Alexandre Hyacinthe,,,,,False
Forain Jean-Louis (1852-1931),Q719614,Jean-Louis Forain,1852.0,1931.0,True
GUERARD Amédée,,,,,False
DUBUFE Guillaume,Q3119817,Guillaume Dubufe,1853.0,,True
DUPUIS Pierre,Q2093407,Pierre Dupuis,1929.0,,True
DUEZ Ernest Ange,,,,,False
GIROUX André,Q102342584,André Giroux,,,True
HEY Jean;MAITRE DE MOULINS (dit),Q1268739,Jean Hey,1455.0,,True
LAJOUE Jacques de,Q348421,Jacques de Lajoüe,1686.0,,True
LAURENT Jean Antoine,,,,,False
LOIR Nicolas,Q21027191,Nicolas Loir,1590.0,,True
LAURENS Jean Paul,,,,,False
LE PRINCE Jean-Baptiste,Q562013,Jean-Baptiste Le Prince,1734.0,,True
HILLEMACHER Eugène Ernest,,,,,False
GUERIN Charles,,,,,False
HUPIN Jacques,Q3159126,Jacques Hupin,1650.0,,True
MENAGEOT François Guillaume,,,,,False
Oudry Jacques (1720-1778),,,1720.0,1778.0,False
PETITJEAN Edmond Marie,,,,,False
NONNOTTE Donat,Q75281,Donat Nonnotte,1708.0,,True
MUENIER Jules Alexis,,,,,False
SILVESTRE Louis de;SILVESTRE Le Jeune (dit),Q729087,Louis de Silvestre,1675.0,,True
TARAVAL Hugues,Q3142347,Q3142347,1729.0,,True
STEUBEN Charles baron de,,,,,False
SWEBACH Jacques François Joseph;SWEBACH-DESFONTAINES (dit),,,,,False
TRONCY Emile,Q21810622,Emile Troncy,1860.0,,True
REGNIER Nicolas,Q21554376,Nicolas Regnier,1806.0,,True
AELST Willem van,Q117534709,Willem van Aelst,1601.0,,True
FALENS Carel Van,Q3658536,Carel Van Falens,1683.0,,True
MEULENER Pieter,Q537958,Pieter Meulener,1602.0,,True
MOMPER Josse II de,,,,,False
DENIS Simon,Q3484255,Simon Denis,1755.0,,True
HEEM Jan Davidsz de,,,,,False
Dubourg Victoria (1840-1926),Q19414297,Victoria Dubourg,1840.0,1926.0,True
HEYDEN Jan Van der;VELDE Adriaen Van de,,,,,False
BERGEN Dirck Van,,,,,False
ELIAS Nicolaes;PICKENOY (dit),,,,,False
UTRECHT Adriaen Van,,,,,False
HALS Dirck,Q759486,Dirck Hals,1591.0,,True
BORCH Gerard Ter,,,,,False
BEYEREN Abraham Van,,,,,False
NETSCHER Caspar,Q217715,Caspar Netscher,1635.0,,True
HOOCH Pieter de,Q314889,Pieter de Hooch,1629.0,,True
HALS Frans (école),Q167654,Frans Hals,1582.0,,True
DUBBELS Hendrick,Q1342924,Hendrik Jacobsz Dubbels,1621.0,,True
GUE Oscar,,,,,False
DURUPT Charles,Q21091505,Charles Durupt,1804.0,,True
MOREAU-NELATON Etienne,,,,,False
LAEMLEIN Alexandre,Q2833798,Alexandre Laemlein,1813.0,,True
HESSE Alexandre,Q2833738,Alexandre Hesse,1806.0,,True
MARTIN Pierre Denis;MARTIN le Jeune (dit);VAN DER MEULEN Adam Frans (d'après),,,,,False
MARTIN Jean-Baptiste;Martin DES BATAILLES (dit);VAN DER MEULEN Adam Frans (d'après),Q112521805,Jean-Baptiste Martin,1943.0,,True
VAFFLARD Pierre Antoine Augustin,,,,,False
MULARD François Henri,,,,,False
DEBRET Jean-Baptiste,Q281998,Jean-Baptiste Debret,1768.0,,True
MONGIN Pierre Antoine,,,,,False
NOCRET Jean,Q3173734,Jean Nocret,1615.0,,True
EGMONT Justus Van,,,,,False
ELLE Louis Le Jeune;Ferdinand Le Jeune (dit),,,,,False
MARTIN Jean-Baptiste;MARTIN DES BATAILLES (dit),Q112521805,Jean-Baptiste Martin,1943.0,,True
Juillerat Clotilde (1806-1904),,,1806.0,1904.0,False
MONNOYER Jean-Baptiste (école),Q3087909,Jean-Baptiste Monnoyer,1636.0,,True
LANGLOIS Jerôme Martin,,,,,False
WERTMULLER Adolf Ulrik,,,,,False
CORDELIER DE LA NOUE Amélie;CADEAU Amélie (née),,,,,False
COUTAN Amable Paul,,,,,False
THEVENIN Claude Noël,,,,,False
DELORME Pierre Claude François,,,,,False
HEUZE Edmond Amédée,,,,,False
ROSSIGNON Louis Joseph Toussaint,,,,,False
FLANDIN Eugène,Q1283407,Eugène Flandin,1809.0,,True
MARZOCCHI DE BELLUCI Tito,,,,,False
DUPAVILLON Isidore Pean;PINEAU DU PAVILLON (dit),,,,,False
Hugo Julie (1797-1865),Q3189221,Julie Duvidal de Montferrier,1797.0,1865.0,True
GAULLI Giovanni Battista;BACICCIO (dit),,,,,False
VAILLANT Wallerand,,,,,False
SCHALCKEN Godfried,Q874868,Godfried Schalken,1643.0,,True
POTTER Paulus,Q355406,Paulus Potter,1625.0,,True
VELDE Willem II Van de;VELDE le Jeune (dit),,,,,False
POELENBURGH Cornelis Van,,,,,False
DESORIA Jean-Baptiste François,,,,,False
OMMEGANCK Balthazar Paul,,,,,False
SIBERECHTS Jan,Q1347599,Jan Siberechts,1625.0,,True
RYSBRACK Geerard,Q18716280,Geerard Rysbrack,1696.0,,True
BLANCHARD Henri Pierre Léon Pharamond,,,,,False
DESHAYS Jean-Baptiste,,,,,False
PAU DE SAINT-MARTIN Alexandre,,,,,False
RIVEY Arsène,,,,,False
MONZIES Louis,Q3262736,Louis Monziès,1849.0,,True
GIACOMOTTI Félix Henri;SODOMA IL (dit),,,,,False
JOBBE-DUVAL Félix,,,,,False
Leleux-Giraud Louise-Émilie (1824-1885),Q19413932,Louise-Émilie Leleux-Giraud,1824.0,1885.0,True
MORANCE Charles,,,,,False
FEYEN-PERRIN François Nicolas,,,,,False
MAIGNAN Albert,Q2831372,Albert Maignan,1845.0,,True
DONZEL Charles,Q16725763,Charles Donzel,1824.0,,True
PINTA Amable Louis,,,,,False
MONCHABLON Xavier Alphonse,,,,,False
ROTH Francis,,,,,False
PRINCETEAU Pierre Charles Marie;PRINCETEAU René (dit),,,,,False
LEPRINCE Robert Léopold,,,,,False
MARTINET Louis,Q109259137,Louis Martinet,,,True
"POURBUS Frans II;POURBUS le Jeune (dit, école)",,,,,False
Berne-Bellecour Étienne Prosper (1838-1910),,,1838.0,1910.0,False
DUCIS Louis,,,,,False
Bertrand Georges-Jules (1849-1929),,,1849.0,1929.0,False
BARD Jean Auguste,,,,,False
GUIAUD Jacques;ALAUX Jean;LE ROMAIN (dit),Q15970262,Jacques Guiaud,1810.0,,True
PALMEZZANO Marco,Q912991,Marco Palmezzano,1460.0,,True
CRIVELLI Vittore,Q1349738,Vittorio Crivelli,1440.0,,True
FLEURY Léon,,,,,False
ROBERT Hubert (attribué),Q548205,Hubert Robert,1733.0,,True
AUBERT Augustin Jean Jacques,,,,,False
Avy Marius (1871-1939),,,1871.0,1939.0,False
BREST Germain Fabius,,,,,False
CHATAUD Alfred,Q2835017,Alfred Chataud,1833.0,,True
BOILLY Louis Léopold (attribué à),,,,,False
GIMIGNANI Giacinto,Q3105019,Giacinto Gimignani,1606.0,,True
GAUSSEN Adolphe,Q2824823,Adolphe Gaussen,1871.0,,True
Mertens Fernande de (1850-1924),Q55433156,Fernande de Mertens,1850.0,1924.0,True
EVE Jean,,,,,False
MAGLIONE André,Q47490169,André Maglione,1838.0,,True
MONTENARD Frédéric,Q3090064,Frédéric Montenard,1849.0,,True
FRERE Charles Théodore;FRERE BEY (dit),,,,,False
Fraggi Raymond (1902-1976),Q62564952,Raymond Fraggi,1902.0,1976.0,True
Guitet James (1925-....),Q3161123,James Guitet,1925.0,,True
SAITER Daniel;IL CAVALIERE Daniel (dit),,,,,False
TANNEUR Philippe,Q3380756,Philippe Tanneur,1795.0,,True
Duparc Françoise (1726-1778),Q3086480,Françoise Duparc,1726.0,1778.0,True
PASSAROTTI Bartolomeo,Q809512,Bartolomeo Passarotti,1529.0,,True
TUTIN Lycia,,,,,False
Doucet Henri-Lucien (1856-1895),Q3130432,Henri-Lucien Doucet,1856.0,1895.0,True
PONSON Luc Raphaël,,,,,False
Savajols-Carle Odile (1923-....),,,,,False
PASINI Alberto,Q2831817,Alberto Pasini,1826.0,,True
BESSON Jules,Q93126497,Jules Besson,,,True
BYLERT Jan Van,,,,,False
GIBERT Amédée Jean,,,,,False
BELLEGAMBE Jean,Q98687639,Jean Bellegambe (II),1560.0,,True
Cortot Jean (1925-2018),Q3171429,Jean Cortot,1925.0,2018.0,True
JORDAENS Jacob (atelier),Q270658,Jacob Jordaens,1593.0,,True
"VERBRUGGEN Gaspar Pieter II (attribué);VERBRUGGEN le Jeune (dit, attribué)",,,,,False
HORTON William Samuel,,,,,False
Biessy Marie-Gabriel (1854-1935),Q18508502,Marie-Gabriel Biessy,1854.0,1935.0,True
DUFAU Hélène (dite);DUFAU Clémentine Hélène,,,,,False
Mucha Alphonse (1860-1939),Q146691,Alphonse Mucha,1860.0,1939.0,True
AMIET Cuno,Q566797,Cuno Amiet,1868.0,,True
SOROLLA Y BASTIDA Joaquin,,,,,False
DELACHAUX Léon,Q26220594,Léon Delachaux,1850.0,,True
VILLAIN Eugène,Q45918844,Eugène Villain,1821.0,,True
SCHOEN Daniel,Q98768313,Q98768313,1873.0,,True
MONNOYER Jean-Baptiste (attribué),Q3087909,Jean-Baptiste Monnoyer,1636.0,,True
LACROIX Charles François de;LACROIX DE MARSEILLE (dit),,,,,False
HURTREL Arsène Charles Narcisse,,,,,False
WAMPE Bernard Joseph,,,,,False
WATTEAU François Louis Joseph;WATTEAU de LILLE (dit),,,,,False
GELHAY Edouard,,,,,False
FICHEL Benjamin Eugène,,,,,False
JAPY Louis,,,,,False
ROOS Philipp Peter;ROSA DA TIVOLI (dit),,,,,False
VIDAL Vincent,Q127601111,Vincent Vidal,,,True
GRAEVE René Gustave de,,,,,False
HERVE Jules,,,,,False
Rozier Dominique (1840-1901),Q16739772,Dominique Rozier,1840.0,1901.0,True
NANTEUIL-LEBOEUF Célestin François;NANTEUIL Célestin (dit),,,,,False
SOUCHON François,Q3085848,François Souchon,1787.0,,True
Delaunay Sonia (1885-1979),Q232972,Sonia Delaunay,1885.0,1979.0,True
CABRIT Jean,Q90403829,Jean Cabrit,1841.0,,True
Bellegarde Claude (1927-2019),Q2976973,Claude Bellegarde,1927.0,2019.0,True
GILLET Roger Edgar,,,,,False
BERTON Armand,Q15973642,Armand Berton,1859.0,,True
BUZON Marius de,Q3293874,Marius de Buzon,1879.0,,True
BURCH Jacques André Van der,,,,,False
DENNER Balthazar,,,,,False
"Lefrançois Georges;VECELLIO Tiziano (d'après);LE TITIEN (d'après, dit)",,,,,False
